generation,eval_avg,eval_best,avg_fitness,topk_fitness,avg_fitness_std,topk_fitness_std,avg_len
0,0.08275999779254198,0.3999999761581421,0.04648999869823456,0.1345999836921692,0.040152110159397125,0.031827185302972794,1990.1180419921875
1,,,0.07056999206542969,0.1606999933719635,0.04441111534833908,0.03328040987253189,1989.2821044921875
2,,,0.08333999663591385,0.1873999983072281,0.04978476092219353,0.038966964930295944,1994.5760498046875
3,,,0.09483999758958817,0.1956000030040741,0.04895682632923126,0.03517115116119385,1991.3760986328125
4,,,0.10788000375032425,0.21979999542236328,0.05399834364652634,0.034435708075761795,1993.318115234375
5,,,0.12380999326705933,0.24519997835159302,0.05792529135942459,0.03960614278912544,1992.6700439453125
6,,,0.1313299983739853,0.25939998030662537,0.06211109831929207,0.048279907554388046,1988.882080078125
7,,,0.13746999204158783,0.26749998331069946,0.06318458169698715,0.04402421414852142,1992.6361083984375
8,,,0.1417500078678131,0.28329998254776,0.06829715520143509,0.048431042581796646,1982.612060546875
9,,,0.14750000834465027,0.296999990940094,0.07258663326501846,0.046220812946558,1975.0660400390625
10,0.17258999520353974,0.44999998807907104,0.1521100103855133,0.31380000710487366,0.07657618075609207,0.05206406116485596,1971.162109375
11,,,0.15995000302791595,0.33569997549057007,0.08216962963342667,0.055473264306783676,1976.8021240234375
12,,,0.1656300127506256,0.34150001406669617,0.08252523094415665,0.06127229332923889,1985.3240966796875
13,,,0.1721399873495102,0.34919998049736023,0.08598379790782928,0.05114211142063141,1976.296142578125
14,,,0.1819000095129013,0.3960000276565552,0.1006176546216011,0.05906681716442108,1968.546142578125
15,,,0.178289994597435,0.3919999599456787,0.101284921169281,0.06750982254743576,1967.7520751953125
16,,,0.17747999727725983,0.39809995889663696,0.1031934916973114,0.0586496964097023,1954.320068359375
17,,,0.19700001180171967,0.4431999921798706,0.1166902557015419,0.07010640949010849,1964.112060546875
18,,,0.19491000473499298,0.4519999623298645,0.11901073902845383,0.06750981509685516,1954.8641357421875
19,,,0.19854000210762024,0.46619996428489685,0.12492988258600235,0.06860485672950745,1938.8121337890625
20,0.19260999473556875,0.5199999809265137,0.21631000936031342,0.4943999648094177,0.1359609067440033,0.06301065534353256,1907.298095703125
21,,,0.2140900045633316,0.5050999522209167,0.1386989802122116,0.06523454189300537,1886.1080322265625
22,,,0.21254000067710876,0.4885999858379364,0.13121342658996582,0.07852194458246231,1891.8580322265625
23,,,0.22216001152992249,0.5196999907493591,0.14206306636333466,0.06769592314958572,1897.580078125
24,,,0.21626999974250793,0.5194000005722046,0.14380984008312225,0.08090172708034515,1864.694091796875
25,,,0.23419000208377838,0.5486999750137329,0.1533821076154709,0.06368570029735565,1885.0421142578125
26,,,0.23871000111103058,0.5590000152587891,0.1588989645242691,0.06358800083398819,1837.8720703125
27,,,0.2556000053882599,0.5635999441146851,0.1563197821378708,0.05594947561621666,1864.1280517578125
28,,,0.25544002652168274,0.5866999626159668,0.16521894931793213,0.06866777688264847,1828.0120849609375
29,,,0.2574400007724762,0.5746999382972717,0.16291527450084686,0.05551330745220184,1840.5201416015625
30,0.19564999506622552,0.5799999833106995,0.27191999554634094,0.6007999777793884,0.16958560049533844,0.060330405831336975,1817.84814453125
31,,,0.2903299927711487,0.6187999844551086,0.17359933257102966,0.05497986823320389,1878.18212890625
32,,,0.2958400249481201,0.6276999711990356,0.1765822023153305,0.053216807544231415,1855.3140869140625
33,,,0.29354000091552734,0.6252000331878662,0.17723453044891357,0.051374632865190506,1851.3021240234375
34,,,0.28581002354621887,0.6400999426841736,0.18404296040534973,0.055368274450302124,1780.3641357421875
35,,,0.29322999715805054,0.6470999717712402,0.18370524048805237,0.05931076407432556,1772.5321044921875
36,,,0.3247799873352051,0.65829998254776,0.18186210095882416,0.0567655935883522,1770.110107421875
37,,,0.33570000529289246,0.6739999055862427,0.19027481973171234,0.048989780247211456,1771.2921142578125
38,,,0.3285300135612488,0.6705000400543213,0.1862461417913437,0.053924281150102615,1749.578125
39,,,0.32708004117012024,0.6610999703407288,0.1876818984746933,0.04067349433898926,1777.578125
40,0.20065999471768736,0.5600000023841858,0.3411799967288971,0.6747000217437744,0.1828114539384842,0.05207715928554535,1739.68603515625
41,,,0.34644001722335815,0.6802999973297119,0.18476542830467224,0.05151159688830376,1754.550048828125
42,,,0.3593299984931946,0.6906999349594116,0.1863539069890976,0.04307042062282562,1782.59814453125
43,,,0.37831002473831177,0.6958000063896179,0.18453046679496765,0.04847535490989685,1806.526123046875
44,,,0.3802199959754944,0.6955999732017517,0.18258558213710785,0.04185883700847626,1756.9520263671875
45,,,0.4016299843788147,0.6980000138282776,0.17257758975028992,0.03967037796974182,1818.090087890625
46,,,0.3958900272846222,0.6943999528884888,0.18038222193717957,0.037694159895181656,1760.5621337890625
47,,,0.4087800085544586,0.6949999928474426,0.17330476641654968,0.03517632931470871,1803.8221435546875
48,,,0.41558998823165894,0.7064999341964722,0.18306273221969604,0.03817490488290787,1796.1480712890625
49,,,0.42701002955436707,0.7135999798774719,0.17804284393787384,0.0410597026348114,1807.1661376953125
50,0.21457999455370008,0.6100000143051147,0.4353700280189514,0.7135999798774719,0.17363931238651276,0.03825804218649864,1808.7720947265625
